elibuya,V
emphakathini,N03
ngezelelesi,N14
kanye,ADV
nemisebenzi,N04
yazo,POS
.,PUNCT
,
Amalunga,N06
womphakathi,N03
arhelejwa,V
basebenzi,N02
besentha,V
ababandulwe,V
kuhle,ADJ05
ekuphenyeni,N06
ngokukhulumisana,V
.,PUNCT
,
Lokhu,DEM01
kukuvumela,V
bona,CONJ
wazise,V
imiSebenzi,N04
yesiPholisa,V
seSewula,LOC
Afrika,LOC
(,PUNCT
i-South,N
African,LOC
Police,V
Service,P
(,PUNCT
SAPS,ADV
),PUNCT
ngemisebenzi,N04
yezelelesi,N08
ebhodulukweni,V
eliphephileko,N
nelingabeki,V
amaphilo,N06
engozini,N09
.,PUNCT
,
Awuzivezi,N
nawungafuniko,POS
.,PUNCT
,
Abasebenzeli,V
bezokulandelela,V
nokufaniswa,V
kwabadosa,V
imitato,P
abakavunyelwa,V
ukuza,V
kwa-Crime,N
Stop,N
khona,PRON15
kuzakuqinisekiswa,V
ukungazivezi,P
kweempimpi,POS
.,PUNCT
,
Ilwazi,V
elinikelweko,POS
lithunyelwa,V
kubaphenyi,P
.,PUNCT
,
AmaSentha,N
weRhelebho,N
lomTato,N
aThileko,N
we-Crime,V
Stop,ADV
godu,IDEOPH
athintanisa,V
iimpimpi,V
bunqopha,ADV
ngokudosa,V
umtato,N
ngendlela,N09
yekhonferensi,V
.,PUNCT
,
Lokhu,DEM01
kukghonakalisa,V
isiphathiswa,V
esiphenyako,REL
ukukhulumisana,V
bunqopha,ADV
nempimpi,POS
.,PUNCT
,
Tjheja,V
:,PUNCT
Lokhu,DEM01
kwenziwa,V
kuphela,V
ngemvumo,N09
yakho,POS09
.,PUNCT
,
Godu,IDEOPH
ungabika,V
izenzo,N08
zobulelesi,N14
ngokwe-elektroniki,V
kuwebhsayithi,V
yemiSebenzi,N04
yesiPholisa,V
seSewula,LOC
Afrika,LOC
(,PUNCT
i-South,N
African,LOC
Police,V
Service,P
(,PUNCT
SAPS,ADV
),PUNCT
neqinisekisa,V
ukungazivezi,V
kwakho,POS15
ngaphandle,ADV
kwalokha,V
ufuna,V
njalo,ADV
.,PUNCT
,
Dosela,V
umtato,N
inomboro,N
ye-Crime,N
Stop,ADV
ethi-08600,REL
10,POS
111,PUNCT
.,PUNCT
,
Umsebenzeli,REL
wesentha,V
yerhelebho,POS
lomtato,N
uzakuhlahla,V
ngemibuzo,N04
ethileko,V
begodu,ADV
nayikuthi,ADV
ilwazi,V
olinikeleko,N
lingasetjenziswa,REL
",",PUNCT
uzakunikela,V
inomboro,N
yekhodi,N
ehlukileko,REL
.,PUNCT
,
Nayikuthi,ADV
ilwazi,V
alikabi,V
ukuba,CONJ
lirhelebho,LOC
umsebenzeli,REL
uzakuyelelisa,V
ukobana,CONJ
ungalifumana,V
bunjani,ADV
ilwazi,V
elinabileko,REL
.,PUNCT
,
Ilwazi,V
elingasetjenziswa,REL
lithintaniswa,V
nekhodi,N
onikelwe,V
yona,PRON04
.,PUNCT
,
Uzakubawiwa,V
bona,CONJ
udosele,V
umtato,N
i-Crime,N
Stop,ADV
enomborweni,P
ethi-08600,REL
10,POS
111,PUNCT
esikhathini,N07
esibekiweko,LOC
ukufunisisa,V
bona,CONJ
ilwazi,V
lakho,POS05
libe,V
nerhelebho,P
na,INT
nokobana,ADV
ingabe,CONJ
kghani,N
ufanele,V
kufumana,V
umvuzo,N
(,PUNCT
Nayikuthi,ADV
uwubawile,V
umvuzo,N
),PUNCT
.,PUNCT
,
Ngomuso,N03
umsebenzeli,REL
uzakukhulumisana,V
nawe,ADV
kuphela,V
ngomlandu,N03
nayikuthi,ADV
inomboro,N
yekhodi,N
oyinikeleko,N
ngelungileko,REL
begodu,ADV
ukuzifanisa,V
kwakho,POS15
kukhambelana,V
nehlathululo,N
eserekhodini,LOC
.,PUNCT
,
Umsebenzeli,REL
khonokho,V
uzakuphelisa,V
umtato,N
nayikuthi,ADV
uneqiniso,N05
lokobana,N
akusuwe,V
odose,V
umtato,N
ekuthomeni,V
.,PUNCT
,
Leli,DEM01
ligadango,N
lezokuvikela,V
begodu,ADV
angeze,REL06
kwakhulunyiswana,V
ngalo,ADV
.,PUNCT
,
Nayikuthi,ADV
ubika,V
ubulelesi,N14
ngokwe-elektroniki,V
",",PUNCT
zalisa,V
iforomo,DEM
lombiko,N03
obuyako,COP
elitholakala,V
kuwebhsayithi,V
ye-SAPS,ADV
.,PUNCT
,
Inomboro,N
yereferensi,V
izakuvezwa,V
nasele,ADV
uthumele,V
iforomo,DEM
.,PUNCT
,
I-Crime,N
Stop,ADV
izakudlulisela,V
ilwazi,V
eyunithini,LOC
ephenyako,P
efaneleko,REL
bona,CONJ
iphenye,V
",",PUNCT
ngesibawo,P
sokobana,N
ibuye,V
ilethe,V
umbiko,N03
wokuthoma,V
kungakapheli,V
ama-awara,POS
ama-24,POS
kanye,ADV
nomphumela,N03
wephenyo,V
ngokurhaba,P
okukghonekako,N
.,PUNCT
,
Nayikuthi,ADV
ufaneleka,V
begodu,ADV
ubawe,V
umvuzo,N03
",",PUNCT
isiphathiswa,V
esiphenyako,N
sizakuqunta,P
ngomvuzo,POS
kanye,ADV
nekambiso,ADV
ezakusebenza,V
ekukhutjhweni,V
kwawo,POS15
ngokuya,V
kweLwazi,V
lesiTjhaba,ADV
(,PUNCT
okuyi-National,P
Information,ADV
2,N
/,PUNCT
2001,PUNCT
),PUNCT
.,PUNCT
,
Lokha,CONJ
umvuzo,N
nasele,ADV
ulungile,V
",",PUNCT
i-Crime,N
Stop,ADV
izakuthinta,V
ukuhlela,V
ukubhadelwa,V
kwawo,POS15
.,PUNCT
,
Ngijame,V
phambi,ADV
kwenu,POS15
namhlanjesi,N
entambama,V
",",PUNCT
ngemva,P
kweminyaka,N04
ema-20,P
selokho,V
uMongameli,V
Nelson,N
Rolihlahla,N
Mandela,V
aphuma,V
ejele,N05
.,PUNCT
,
Sikhethe,COP
ilangeli,V
njengalelo,N
lokubiza,V
iHlalohlanganisela,V
leziNdlu,N10
zePalamende,V
ukwethula,N
iKulumo,N09
yesiTjhaba,N
",",PUNCT
ukugidinga,V
umzuzu,N06
womlando,N03
owatjhugulula,V
inarha,N
yekhethu,A
.,PUNCT
,
Ukutjhatjhululwa,V
kwakaMadiba,V
kwabamphumela,N04
wokungabuyeli,REL
emva,P
kwabantu,N02
beSewula,LOC
Afrika,LOC
.,PUNCT
,
Iimbotjhwa,V
naboMakadebona,N
bepi,POS
balokha,V
esinabo,REL
namhlanjesi,N
bakubona,V
lokho,DEM02
ngombana,CONJ
babeyingcenye,V
yalokho,DEM02
egade,V
kwenzeka,V
.,PUNCT
,
Nizakukhumbula,V
ukobana,CONJ
iinqubuthu,POS07
zenarha,LOC
le,DEM01
",",PUNCT
ngokweenhlangano,P
zabo,POS08
ezihlukeneko,REL
",",PUNCT
baziphendulela,V
ngokuyelela,V
ibizelo,N05
lokwenza,V
inarha,N
ingabuseki,V
nokuthi,V
ibandlululo,N
lingaphumeleli,V
.,PUNCT
,
Sigidinga,V
ilangeli,V
neembotjhwa,V
zalokha,V
esizimeme,V
ngokukhethekileko,P
kobana,N02
zizohlanganyele,V
nathi,ADV
namhlanjesi,N
.,PUNCT
,
Samukela,V
ngokukhethekileko,N
labo,DEM02
abathethe,V
ikhambo,N
lokusuka,V
ngaphetjheya,P
beza,V
lapha,DEM01
",",PUNCT
uHelene,V
Pastoors,N
",",PUNCT
uMichael,P
Dingake,V
beBotswana,N07
",",PUNCT
uNom,N
.,PUNCT
,
Andimba,V
Toivo,N
ya,V
Toivo,N
wehlangano,POS
yeSwapo,N
eNamibia,N
.,PUNCT
,
Sithaba,V
khulu,N
ngobukhona,V
besiqhema,N
sezomthetho,POS
esasijamele,V
iimBotjhwa,V
emlandwini,LOC
wokuvukelwa,V
kombuso,N03
weRivonia,N
-,PUNCT
uLord,P
Joel,COP
Joffe,N
",",PUNCT
osele,V
anzinze,V
eLondon,LOC
neJaji,LOC
u-Arthur,N
Chaskalson,N
.,PUNCT
,
Begodu,ADV
sikhumbula,V
besidlulise,V
ihlonipho,DEM
yethu,POS04
kuNom.Harry,N
Schwartz,ADV
",",PUNCT
ngetjhudwelimbi,V
ositjhiye,V
ephasini,LOC
ngeveke,V
ephelileko,V
.,PUNCT
,
Hlangana,N
nokhunye,P
",",PUNCT
bekalilunga,V
labajameli,REL
bezomthetho,N03
emlandwini,V
weRivonia,V
.,PUNCT
,
Sidlulisa,V
ukuthokoza,V
kwethu,POS15
kubangani,ADV
bethu,POS02
namakhomreyidi,V
eentjhabatjhabeni,LOC
",",PUNCT
ngokusizana,V
nathi,ADV
kobana,N02
sithole,V
ikululeko,N09
.,PUNCT
,
Samukela,V
ngokukhethekileko,V
umndeni,N03
wakwaMandela,V
.,PUNCT
,
Babe,N
sibonelo,POS
ngokuzinikela,V
kwabanengi,ADJ02
abaqalana,V
nobukhali,REL05
bebandlululo,N
.,PUNCT
,
Silotjhisa,V
uburholi,N
behlangano,POS
ebusako,REL
nabalingani,N02
boMfelandawonye,V
",",PUNCT
labo,DEM02
umnyanya,V
lo,DEM01
ongokhetheke,V
khulu,N
nakibo,P
.,PUNCT
,
Bakwethu,V
nabangani,V
",",PUNCT
,
Elangeni,N06
elikhethekilekweli,V
",",PUNCT
kufunele,V
sikhumbule,V
indima,N09
yalabo,ADV
ababebarholi,P
be-National,P
Party,N
",",PUNCT
abaphetha,V
ngokubona,V
bonyana,CONJ
ibandlululo,N
lalingenalo,V
ikusasa,V
.,PUNCT
,
Ngivumelani,V
ngitshwaye,V
indima,N09
eyadlalwa,V
nguMongameli,V
wangaphambilini,P
u-PW,N
Botha,V
.,PUNCT
,
Nguye,PRON01
owathoma,V
imikhulumiswano,N
ngekghonakalo,N
yokutjhatjhululwa,V
kweembotjhwa,N
zezepolotiki,POS
.,PUNCT
,
UMongameli,V
uBotha,V
wayegade,V
asebenza,V
noNgqongqotjhe,POS
walokha,V
wezobuLungiswa,POS
",",PUNCT
uNom,N
.,PUNCT
,
Kobie,N
Coetzee,N
",",PUNCT
owayesizwa,V
nguDorhodere,N
Neil,P
Barnard,P
noNom,N
.,PUNCT
,
Mike,V
Louw,N
.,PUNCT
,
Badlala,V
indima,N09
eqakathekileko,POS
eyarholela,V
ekutjhatjhululweni,V
kwakaMadiba,V
.,PUNCT
,
Bakwethu,N
abahloniphekileko,REL
",",PUNCT
,
Kusafanele,V
iSewula,LOC
Afrika,LOC
ivume,V
ngokuzeleko,CONJ
",",PUNCT
indima,N09
eqakathekileko,POS
eyadlalwa,V
nguMongameli,V
walokha,V
we-ANC,P
",",PUNCT
uKhomreyidi,N
Oliver,POS
Tambo,N
",",PUNCT
owakha,V
isisekelo,N07
esenza,V
kobana,N02
inarha,N
le,DEM01
ibe,V
sibonelo,POS
esihle,ADJ07
sekululeko,N
nentando,N09
yenengi,POS09
.,PUNCT
,
Kwaba,V
ngonobangela,P
woburholi,V
bakhe,POS14
obuhle,ADJ04
khulu,N
",",PUNCT
ukubonelaphambili,ADV
ngokunqopha,V
kwebhudango,N
lakhe,POS05
okwarholela,V
i-ANC,P
kobana,N02
iqiniselele,V
bekufikelelwe,V
esiphethweni,N07
semikhulumiswano,POS
.,PUNCT
,
Ukuhlakanipha,V
kwakhe,POS15
kwabonakala,V
ngesiVumelwano,N07
seHarare,P
",",PUNCT
esatlolwa,V
besajanyelwa,V
nguye,PRON01
.,PUNCT
,
Kwabangiso,N07
isenzo,N07
lesi,DEM01
esadosela,V
esisekelweni,V
sesimemezelo,N05
esabamlando,N03
sakaMongameli,V
u-FW,V
de,ADV
Klerk,COP
",",PUNCT
eminyakeni,N04
ema-20,P
eyadlulako,P
.,PUNCT
,
Kilokhu,P
",",PUNCT
uMongameli,V
u-de,V
Klerk,N
watjengisa,V
isibindi,N07
esikhulu,ADJ07
noburholi,P
obuqakathekileko,REL
.,PUNCT
,
Ngelangeli,N
elikhulu,ADJ05
",",PUNCT
asikhumbuleni,V
nendima,N09
eyadlalwa,V
yihloko,N09
leya,DEM03
uMm.,N
u-Helen,P
Suzman,N
.,PUNCT
,
Kwathatha,V
isikhathi,N07
eside,ADJ07
inguye,ADV
kwaphela,V
ngePalamende,V
owayefuna,V
kubenetjhuguluko,P
.,PUNCT
,
Sikhumbula,V
nendima,N09
yomrholi,P
we-Inkatha,V
Freedom,N
Party,N
",",PUNCT
iKosi,PRN
uMangosuthu,N07
Buthelezi,DEM01
",",PUNCT
naye,ADV
owenza,V
ibizelo,N05
lokutjhatjhululwa,V
kwakaMadiba,N
nezinye,ADV
iimbotjhwa,V
zezepolotiki,POS
nokubuyiselwa,V
ngenarheni,N
kwalabo,DEM02
abagade,V
basekudingisweni,V
.,PUNCT
,
Sibuye,COP
sithokoze,V
khulu,N
kwamanikelela,V
emphakathini,N03
weentjhabatjhaba,N
ngesekelo,N
labo,DEM02
elinganakuzaza,V
emzabalazweni,N03
wethu,POS03
.,PUNCT
,
Iinkhathezi,N
emlandweni,N03
wethu,POS03
zitjengisa,V
ikghono,N
lethu,POS05
lobunye,ADV
",",PUNCT
nangaphasi,V
kobuJamo,N
obubudisi,N
",",PUNCT
nokutjheja,P
qangi,N
itjisakalo,N
yenarha,ADV
ngaphambi,ADV
kwezinye,POS15
.,PUNCT
,
Ngokusebenzisana,ADV
",",PUNCT
singenza,V
okunengi,ADJ05
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Enyakeni,V
wona,PRON03
lo,DEM01
",",PUNCT
sizokukhumbula,V
kwe,V
iHlangano,N09
yoBunye,ADJ02
beSewula,LOC
Afrika,LOC
",",PUNCT
eyahlonywa,V
ngonyaka,N11
we-1910,REL
.,PUNCT
,
Lokhu,DEM01
kwakha,V
inarha,N
ebumbeneko,REL
.,PUNCT
,
Ngokuqakathekileko,ADV
",",PUNCT
Ukuninwa,V
kwabantu,N02
abanzima,REL02
kuHlangano,N
yoBunye,V
le,DEM01
",",PUNCT
kwaba,V
ngunobangela,V
omkhulu,ADJ01
wokutlanywa,V
kwe-African,N
National,P
Congress,N
ngonyaka,N11
we-1912,P
.,PUNCT
,
Njengalokha,V
sitshwaya,V
isikhathesi,V
ngokukhamba,P
konyaka,N11
",",PUNCT
kufuze,V
siqale,V
emva,P
sitjheje,V
kobana,N02
lingangani,ADV
ibanga,V
esilikhambileko,POS
njengenarha,V
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Sikhumbula,V
amezwi,N
kaMadiba,V
mhla,V
atjhatjhululwako,POS
",",PUNCT
nakasithi,V
",",PUNCT
ngiyamdzubhula,V
:,PUNCT
,
"""",PUNCT
Ngijame,V
phambi,ADV
kwenu,POS15
ngingasuye,V
umporofidi,N
",",PUNCT
kodwana,CONJ
njengesisebenzi,N04
senu,POS06
esizithobako,REL
",",PUNCT
nina,V
bantu,N02
.,PUNCT
,
Ukuzinikela,V
kwenu,POS15
nokungaphelelwa,V
ngokuzinikela,V
ngikho,COP
okukghonakalise,V
ukubakhona,ADV
kwami,POS15
lapha,DEM01
namhlanjesi,N
.,PUNCT
,
Ngalokho-ke,M
ngibeka,V
iminyaka,N04
yepilo,N
yami,POS15
eseleko,N07
ezandleni,N08
zenu.,N
"""",PUNCT
,
Amezwi,N
la,DEM01
asikhuthaza,V
kobana,N02
singaliseleli,REL
bekufike,V
lapha,DEM01
sifikelela,V
khona,PRON15
emazingeni,N06
womphakathi,N03
ongakabhodwa,QUANT03
mtlhago,N
nokudinywa,V
amathuba,N06
.,PUNCT
,
Eminyakeni,N04
ematjhumi,REL
amabili,ADJ06
kusukela,V
uMadiba,V
atjhatjhululwa,V
",",PUNCT
inarha,N
yekhethu,A
itjhuguluke,V
khulu,N
.,PUNCT
,
UMongameli,V
uMandela,V
wabumba,V
inarha,N
le,DEM01
ngerhuluphelo,N
leSewula,LOC
Afrika,LOC
engabandlululi,V
ngobulili,N14
nangobuhlanga,ADV
kodwana,CONJ
kube,V
yinarha,ADV
ephumelelako,POS
yentando,N09
yenengi,POS09
.,PUNCT
,
Njengalokha,V
sigidinga,V
ukutjhatjhululwa,V
kukaMadiba,POS
namhlanjesi,N
",",PUNCT
asizibophelele,V
kabutjha,V
ukwakhela,V
amaSewula,N
Afrika,LOC
ikusasa,V
elihle,ADJ05
",",PUNCT
abanzima,REL02
nabamhlophe,N03
.,PUNCT
,
Asilandele,V
irhuluphelo,N
elalwelwa,V
nguMadiba,V
ubuphilo,LOC
bakhe,POS02
boke,QUANT06
-,PUNCT
irhuluphelo,N
yomphakathi,N03
wentando,N09
yenengi,POS09
nokhululekileko,POS
",",PUNCT
lapha,CONJ
boke,QUANT02
abantu,N02
bahlala,V
ngokuthula,V
banamathuba,N06
alinganako,REL
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
,
Sibize,CONJ
ukuhlala,V
ngokuhlanganyela,V
entambama,V
ngombana,CONJ
sifuna,V
bonyana,CONJ
inengi,ADJ09
labantu,N02
enarheni,LOC
yekhethu,A
",",PUNCT
abasebenzi,N02
nabentwana,P
besikolo,N07
babeyingcenye,V
yomnyanya,V
lo,DEM01
.,PUNCT
,
Siyawathabela,V
amajadu,N
atjengiswe,V
lilutjha,COP
ngomnyanya,V
lo,DEM01
.,PUNCT
,
Abentwana,V
abamakhulu,ADJ06
amabili,ADJ06
namatjhumi,POS
asithandathu,N07
nesithandathu,N07
abasuka,V
kizozoke,V
iimfunda,V
bazibandakanye,V
kuKulumopikiswano,COP
eyandulela,V
ukwethulwa,V
kweKulumo,N09
yesiTjhaba,N
ngendima,N09
yeLutjha,V
epini,N09
yokulwa,V
nomtlhago,P
.,PUNCT
,
Sithokozisa,V
umfundi,N01
obabethe,V
ehloko,N09
",",PUNCT
uCharlotte,N
Le,V
Fleur,V
wesiKolo,N
seseKhondari,N
se-Worcester,POS
",",PUNCT
naboboke,V
abangenele,V
iphaliswaneli,V
ngokusebenza,V
kabudisi,N
.,PUNCT
,
Bakwethu,V
nabangani,V
",",PUNCT
,
Sihlangene,V
ngaphasi,P
kobujamo,P
bokufadalala,V
komnotho,N03
ephasini,LOC
zombelele,PRN
.,PUNCT
,
Unyaka,N03
ophelileko,REL
",",PUNCT
sathomana,V
nokwehla,V
kwamandla,N06
womnotho,N03
ngemva,P
kweminyaka,N04
eli-17,REL
.,PUNCT
,
Ukufadalala,V
komnotho,N03
wethu,POS03
kwenza,V
bonyana,N02
kulahleke,V
imisebenzi,N04
engaba,V
ma-900,REL
000,REL
.,PUNCT
,
Inengi,ADJ09
lalabo,ADV
abalahlekelwa,V
misebenzi,N04
babantu,N02
abondlako,REL
ngekhaya,N05
.,PUNCT
,
KuMhlolanja,N
wonyaka,N11
ophelileko,REL
",",PUNCT
abajameli,REL
bakarhulumende,V
",",PUNCT
amabubulo,N06
",",PUNCT
abasebenzi,N02
nomphakathi,N03
bavumelana,N02
ngamagadango,P
wokwehlisa,V
izinga,N09
lobudisi,V
.,PUNCT
,
Inengi,ADJ09
lamagadango,N
la,DEM01
siyawasebenzisa,V
.,PUNCT
,
Sithome,V
ukusebenzisa,V
indlela,N09
enamandla,N06
elwa,V
nokwehla,V
komNotho,N03
ekusetjenzisweni,ADV
kweemali,LOC
ngurhulumende,N
",",PUNCT
khulukhulu,N
kumthangalasisekelo,V
.,PUNCT
,
Ukwenzela,V
abatlhagako,REL
ubulula,V
",",PUNCT
singezelele,V
isikhathi,N07
sokukhulisa,V
iMali,N09
yesiBonelelo,N
sabeNtwana,POS
",",PUNCT
begodu,ADV
sadlulisela,V
isibonelelwesi,V
ebantwaneni,V
abaneminyaka,N04
engehla,V
kweli-14,REL
.,PUNCT
,
Eminyakeni,N04
emithathu,POS06
ezako,REL
",",PUNCT
abeNtwana,V
abaziingidi,N
ezimbili,ADJ00
abavela,V
emindenini,N04
etlhagako,P
",",PUNCT
beminyaka,N04
eli-15,REL
ukuya,V
kweli-18,REL
",",PUNCT
bazakuzuza,V
emalini,N09
yesiBonelelo,N
sabeNtwana,POS
.,PUNCT
,
IHlangano,N09
eThuthukisa,V
amaBubulo,N
ibekele,V
ngahlanye,V
iingidigidi,N
ezi-R6,DEM
ukusiza,V
iinkampani,POS
ezisebudisini,LOC
.,PUNCT
,
Urhulumende,N
wethula,V
"""",PUNCT
ihlelo,N09
lokubandula,V
abaphelelwe,V
msebenzi,N03
"""",PUNCT
ukunikela,V
abasebenzi,N02
ithuba,N09
lesikhathi,N07
sokubandulwa,V
kunokurhirizwa,V
.,PUNCT
,
Imizamo,N04
le,DEM01
ithuthukiswa,V
liHlelo,N09
lethu,POS05
lezemisebenzi,POS
yomBuso,N03
.,PUNCT
,
Isitjhaba,N
sizakukhumbula,V
bonyana,CONJ
eKulumeni,N
yesiTjhaba,N
yonyaka,N11
we-2009,P
",",PUNCT
ngamemezela,V
bonyana,N02
iHlelo,N09
eLandisiweko,N
lemiSebenzi,N04
yesiTjhaba,N
lizakuveza,V
amathuba,N06
wemisebenzi,N04
ema-500,REL
000,REL
kuNobayeni,LOC
enyakeni,LOC
we-2009,POS
.,PUNCT
,
Amathuba,N06
wemisebenzi,N04
la,DEM01
avezwa,V
ngomnqopho,ADV
wokusiza,V
abantu,N02
abangasebenziko,REL
ukuthola,V
ingeniso,N
",",PUNCT
ilemuko,V
lomsebenzi,N01
namathuba,N06
wokubandulwa,V
.,PUNCT
,
Malunga,N
ahloniphekileko,REL
",",PUNCT
Zakhamuzi,V
zeSewula,LOC
Afrika,LOC
",",PUNCT
,
Kulithabo,N
kithi,PRON01
ukumemezela,V
bonyana,N02
ekupheleni,V
kukaNobayeni,N
",",PUNCT
besele,V
siveze,V
amathuba,N06
wemisebenzi,N04
yombuso,N03
adlula,V
ama-480,POS
000,REL
",",PUNCT
ekumaphesente,LOC
ama-97%,PUNCT
wesibalo,N07
ebegade,V
sisinqophile,V
.,PUNCT
,
Imisebenzi,N04
le,DEM01
isemikhakheni,V
enjengeyokwakha,V
",",PUNCT
amahlelo,N06
wetjhejo,N
lemakhaya,POS
nelemphakathini,LOC
namaphrojekthi,N
wezebhoduluko,N
.,PUNCT
,
Silemuke,V
imikhakha,N04
etlhoga,V
ukuthuthukiswa,V
",",PUNCT
esizasebenza,V
ngayo,ADV
ngokukhamba,P
kwesikhathi,N07
",",PUNCT
ukufaka,V
hlangana,V
amathuba,N06
angezelelelweko,REL
wamaphrojekhthi,N03
wemisebenzi,N04
.,PUNCT
,
Siyazi,V
kobana,N02
imizamo,N04
le,DEM01
namanye,ADV
amagadango,N
ngeze,V
