",",PUNCT
isiVenda,N07
",",PUNCT
iSiswati,N
kunye,NUM15
nesiTswana,N07
.,PUNCT
,
Ilwazi,V
lokusebenzela,V
litlolwe,V
ngesiNgisi,N07
",",PUNCT
kuthi,V
ngemva,P
kwalokho,DEM02
litjhugululelwe,REL
kwamanye,POS15
amalimi,N06
.,PUNCT
,
Ilwazi,V
lokusebenzela,V
ngamanye,ADV
amalimi,N06
libekwa,V
webhusayidi,N
ngemva,P
kokutjhugululwa,V
.,PUNCT
,
Ezinye,N08
iimbumbi,N
zewebhusayidi,N
,
Sebenzisa,V
ikhasi,N05
lokuthintana,V
nathi,V
(,PUNCT
Thintana,V
nathi,ADV
),PUNCT
ukuveza,V
imibono,N04
namkha,CONJ
ukubuza,V
ngewebhusayidi,N
yemiSebenzi,N04
yomBuso,N03
.,PUNCT
,
Ithintwano,N
www.gov.za,V
linikela,V
ngokufikelela,V
ikhasi,N05
le-Inthanethi,V
lomBuso,N03
weSewula,LOC
Afrika,LOC
",",PUNCT
elinikela,V
ngokufikelela,V
lewebhusayidi,N
(,PUNCT
iwebhusayidi,N
yemiSebenzi,N04
yomBuso,N03
),PUNCT
kanye,ADV
newebhusayidi,N
yeLwazi,V
ngomBuso,LOC
(,PUNCT
www.info.gov.za,V
),PUNCT
.,PUNCT
,
Umebhe,V
wesayithi,V
unikela,V
ngesithombe,N07
esibonwako,P
sesakhiwo,N07
sewebhusayidi,N
.,PUNCT
,
Senziwe,V
ngokweenkhundla,N
",",PUNCT
sephula,V
ilwazi,V
lesayithi,V
libe,V
ziindawo,P
zeenhloko,P
ezithileko,REL
.,PUNCT
,
Ngalokho,ADV
likukghonakalisa,V
ukuzijayeza,V
mayelana,V
nokungaphakathi,ADV
kwesakhiwo,N07
sewebhusayidi,N
.,PUNCT
,
Ikhasi,N05
lekhaya,N05
linikela,V
ngerhemo,POS
lemisebenzi,N04
efikelelwa,V
khulu,N
.,PUNCT
,
Okufakiweko,V
kunikela,V
ngokufikelela,V
emisebenzini,N04
okungemikhulu,ADV
emihlanu,POS06
evakatjhelwa,V
basebenzisi,V
.,PUNCT
,
Irhemo,V
litjhugululwa,REL
ngokuya,V
kweembalobalo,POS
zamakhasi,N06
avakatjhelweko,V
.,PUNCT
,
Ibhoksi,N
lokuzuma,V
likhona,ADV
kiwo,ADV
woke,QUANT03
amakhasi,N06
wewebhusayidi,N
.,PUNCT
,
Lokha,CONJ
nawufaka,V
i-ayithemu,N
yokuzuma,V
",",PUNCT
iwebhusayidi,N
ezeleko,N08
izakuzunywa,V
bona,CONJ
kutholakale,V
amagama,N06
lawo,DEM02
.,PUNCT
,
Godu,IDEOPH
ungenza,V
ukuzuma,V
okungcono,REL15
khulu,N
ngokukhetha,V
ithintwano,N
lokuZuma,V
okuNgcono,REL15
Khulu,N
.,PUNCT
,
Ukuzuma,V
lokhu,DEM01
kuzuma,V
ilwazi,V
kwamanye,POS15
amawebhusayidi,N
wombuso,N03
.,PUNCT
,
Amathintwano,N
namawebhusayidi,N
wangaphandle,ADV
atjengiswa,V
ngamagama,N06
athi,V
',PUNCT
Outside,N
link,COP
',PUNCT
(,PUNCT
ithintwano,N
langaphandle,ADV
),PUNCT
elivela,V
ebhoksini,P
lokha,CONJ
ikhesa,V
nayikhamba,V
phezu,ADV
kwethintwano,P
.,PUNCT
,
Iwebhusayidi,N
izakuvula,V
iwindo,N
lebhrawuza,N
elitja,P
.,PUNCT
,
Izinga,N05
lokulethwa,V
ebujameni,V
banjesi,POS
,
Iwebhusayidi,N
ilethwa,V
ebujameni,V
banjesi,POS
njalo,ADV
njalo,ADV
.,PUNCT
,
Umthethomgomo,N
wethu,POS01
kunikela,V
ngelwazi,V
lokha,CONJ
nalithoma,V
ukutholakala,V
.,PUNCT
,
Kodwana,CONJ
",",PUNCT
abathuthukisi,V
bewebhusayidi,N
yemiSebenzi,N04
yomBuso,N03
angeze,REL06
baqinisekisa,V
bona,N
ilwazi,V
elivezwa,V
emawebhusayidini,LOC
esithintana,V
nawo,ADV
ngelanjesi,POS
.,PUNCT
,
Qala,V
iimFuno,PRN
noBujamo,P
",",PUNCT
indima,N09
4.3,PUNCT
.,PUNCT
,
Ubunikazi,N14
belwazi,V
,
Iminyango,N04
yombuso,N03
banikazi,N
belwazi,V
elisemawebhusayidini,LOC
wayo,POS01
.,PUNCT
,
Lomsebenzi,N03
unikelwa,V
abaphathi,N02
bokuthintana,V
beminyango,N04
",",PUNCT
abasebenza,V
ukuphatha,V
ilwazi,V
elivezwa,V
ewebhusayidini,LOC
.,PUNCT
,
I-Government,N
Communications,LOC
(,PUNCT
GCIS,ADV
),PUNCT
isebenza,V
ukuphathwa,V
mazombe,N06
nokukhanjelaniswa,V
kokungaphakathi,ADV
kwewebhusayidi,N
.,PUNCT
,
Ubunjalo,ADV
bomtlolo,POS
,
Indlela,N09
yokuvezwa,V
kwelwazi,V
webhusayidi,N
yi-HTML,POS
.,PUNCT
,
Kodwana,CONJ
",",PUNCT
imihlobo,N04
ye-PDF,REL
yemitlolo,P
(,PUNCT
isibonelo,N07
",",PUNCT
imiThetho,N04
",",PUNCT
amaforomo,N
),PUNCT
inikelwa,V
ukugcina,V
ubunjalo,ADV
bokuthoma,V
bomtlolo,POS
.,PUNCT
,
Ukuvula,V
imitlolo,DEM
ye-PDF,REL
",",PUNCT
utlhoga,V
ukuba,V
ne-,V
Adobe,V
Acrobat,V
Reader,V
4,PUNCT
namkha,CONJ
engaphezulu,ADV
kwale,DEM01
bona,CONJ
ifakwe,V
ekhomphyutheni,LOC
yakho,POS09
.,PUNCT
,
Izakuvula,V
imitlolo,DEM
bunqopha,ADV
ebhrawuzeni,LOC
yakho,POS04
.,PUNCT
,
Kwesinye,POS15
isikhathi,N07
kuthatha,V
isikhathi,N07
ukuvula,V
imitlolo,DEM
ye-PDF,REL
.,PUNCT
,
Kilokhu,P
",",PUNCT
siphakamisa,V
bona,PRON02
uyikhuphele,V
ekhomphyutheni,LOC
yakho,POS09
bewuyivule,V
ukusuka,V
lapho,DEM02
.,PUNCT
,
Iiyeleliso,LOC
zokukhupha,REL
imitlolo,DEM
uyise,V
ekhomphyutheni,LOC
yakho,POS09
:,PUNCT
,
Lokha,CONJ
nawusebenzisa,V
i-Internet,N
Explorer,N
njengebhrawuza,POS
yakho,POS09
,
Ngemawusi,P
yakho,POS09
",",PUNCT
gandelela,V
ngesidleni,LOC
umtlolo,N
ofuna,V
ukukhupha,N
.,PUNCT
,
Ku-drop-down,N
menu,N
",",PUNCT
khetha,V
',PUNCT
Save,V
target,N
as,V
(,PUNCT
Bulunga,PRN
ithagethi,P
njenge,A
),PUNCT
',PUNCT
.,PUNCT
,
Ewindweni,V
elithi,V
',PUNCT
Bulunga,PRN
Njenge,A
',PUNCT
",",PUNCT
khetha,V
indawo,N09
ku-hard,P
drive,POS
lapho,DEM02
ufuna,V
ukubulungela,V
umtlolo,N
bewugandelele,V
ibhathini,POS
ethi,V
',PUNCT
Bulunga,PRN
',PUNCT
.,PUNCT
,
Ifayili,V
izakukhutjhwa,V
isiwe,V
endaweni,N09
oyikhethileko,POS
.,PUNCT
,
Vula,V
i-Acrobat,N
Reader,V
yakho,POS09
bewuvule,V
imitlolo,DEM
oyikhuphileko,POS
.,PUNCT
,
Lokha,CONJ
nawusebenzisa,V
i-Netscape,N
njengebhrawuza,POS
yakho,POS09
,
Gandelelela,V
phasi,ADV
ibhathini,POS
ethi-shift,N
",",PUNCT
kuthi,V
ngemawusi,P
yakho,POS09
ugandelele,V
ngesinceleni,P
sayo,POS07
ethintanweni,V
lomtlolo,N
ofuna,V
ukuwubulunga,V
.,PUNCT
,
Ewindweni,V
elithi,V
',PUNCT
Bulunga,PRN
',PUNCT
khetha,V
indawo,N09
ku-hard,P
drive,POS
lapho,DEM02
ufuna,V
ukubulunga,V
umtlolo,N
bewugandelele,V
ibhathini,POS
ethi,V
',PUNCT
Bulunga,PRN
',PUNCT
.,PUNCT
,
Ifayili,V
izakukhutjhwa,V
isiwe,V
endaweni,N09
oyikhethileko,POS
.,PUNCT
,
Vula,V
isiFundo,N
Acrobat,V
sakho,POS07
bewuvule,V
imitlolo,DEM
oyikhuphileko,POS
.,PUNCT
,
Ufuna,V
irhelebho,N
ngemiraro,N
oyifumene,V
kilewebhusayidi,N
?,PUNCT
,
Sibawa,V
usithinte,V
(,PUNCT
electronic@gcis.gov.za,V
),PUNCT
nayikuthi,ADV
uhlangabezana,V
nemiraro,ADV
kilewebhusayidi,N
.,PUNCT
,
Nangabe,CONJ
ihlangano,N09
yebumbano,POS
",",PUNCT
ikhampani,N
",",PUNCT
namkha,CONJ
ikhampani,N
yehlanganyela,LOC
ayisakwazi,V
ukubhadala,V
iinkolodo,N
namkha,CONJ
ifezakalise,V
iimbopho,N
zayo,POS08
(,PUNCT
ngenca,N09
yokutjhona,REL
",",PUNCT
ukungalawuleki,V
kuhle,ADJ05
namkha,CONJ
kungaba,V
ngimuphi,P
unobangela,REL
),PUNCT
",",PUNCT
umNqophisi-mazombe,V
wezeRhwebo,POS
namaBubulo,N06
kungenzeka,V
ayilawule,V
namkha,CONJ
ayivale,V
leyo,DEM02
bhizimisi,N
.,PUNCT
,
Ihlangano,N09
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
",",PUNCT
namkha,CONJ
elinye,ADJ05
nelinye,ADV
ilunga,N05
lehlangano,POS
namkha,CONJ
nanyana,V
ngubani,N01
onekareko,N
angenza,V
isibawo,N
ekhotho,LOC
kobana,N02
ihlangano,N09
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
ilawulwe,V
ngumNqophisi-mazombe,V
namkha,CONJ
ivalwe,V
.,PUNCT
,
Ikhotho,P
ezokulalela,V
isibawo,N
leso,DEM02
makube,V
liphiko,P
lekhotho,LOC
ekulu,ADV
namkha,CONJ
iKhotho,P
kaMarhastrada,N
enamandla,N06
wokulawula,V
ubulungiswa,V
endaweni,N09
lapho,DEM02
ihlangano,N09
yebumbano,POS
leyo,DEM02
isebenzela,V
khona,PRON15
.,PUNCT
,
Ikhotho,P
ingathatha,V
leso,DEM02
siqunto,N
nakube,ADV
kuyindlela,N09
elungileko,REL
.,PUNCT
,
Nangabe,CONJ
ikhotho,P
ibeka,V
umNqophisi-mazombe,V
bonyana,CONJ
alawule,V
ihlangano,N09
yebumbano,POS
leyo,DEM02
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
leyo,DEM03
",",PUNCT
uzakuba,V
negunya,N05
lokuphatha,V
iindaba,DEM
zehlangano,P
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
ngokuya,V
ngemibandela,N04
yemiThetho,POS
yemaKhampani,N
",",PUNCT
1973,PUNCT
.,PUNCT
,
Nangabe,CONJ
ihlangano,N09
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
yenza,V
isibawo,N
ngokutlolela,P
umNqophisi-mazombe,V
",",PUNCT
angayesula,V
ihlangano,N09
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
nangabe,CONJ
uyaneliseka,V
nge,IDEOPH
:,PUNCT
,
Isiqunto,N
sokobanyana,POS
isulwe,V
sathathwa,V
emhlanganweni,N03
ogade,N02
ukhanjelwe,V
linani,REL05
elikhulu,ADJ05
lamalunga,N06
wehlangano,POS
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
;,PUNCT
,
Isiqunto,N
samukelwe,V
linengi,ADJ05
lamalunga,N06
agade,V
akhona,ADV
emhlanganweni,N03
",",PUNCT
begodu,ADV
,
Zoke,QUANT10
iindaba,DEM
ebekumele,V
zikhulunywe,V
ngaphambi,ADV
kokwesulwa,V
",",PUNCT
kufaka,V
hlangana,V
indlela,N09
ipahla,N09
kunye,NUM15
neenkwelede,V
zehlangano,P
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
zizakusetjenzwa,REL
ngayo,ADV
.,PUNCT
,
Nangabe,CONJ
ikhotho,P
ithatha,V
isiqunto,N
sokuvala,V
ihlangano,N09
yebumbano,POS
namkha,CONJ
ihlangano,N09
yebumbano,POS
yesikhatjhana,POS
",",PUNCT
izakuqunta,V
bonyana,CONJ
ipahla,N09
yehlangano,N
leyo,DEM02
izakuhlukaniswa,V
ngokulinganako,P
nangokuthembeka,V
.,PUNCT
,
Ikhotho,P
izakuyelela,V
zoke,QUANT10
iimphakamiso,N
ezizakwenziwa,V
mNqophisi-Mazombe,V
manqophana,N
nokwabiwa,V
kwepahla,POS
.,PUNCT
,
Nangabe,CONJ
umNqophisi-mazombe,V
namkha,CONJ
ihlangano,N09
yebumbano,POS
namkha,CONJ
ihlangano,N09
yesikhatjhana,POS
",",PUNCT
elinye,ADJ05
nelinye,ADV
ilunga,N05
lehlangano,POS
namkha,CONJ
omunye,ADJ01
nomunye,ADV
umuntu,N01
onekareko,N
wenza,V
isibawo,N
sokobanyana,POS
ihlangano,N09
leyo,DEM02
ilawulwe,V
mNqophisi-Mazombe,V
namkha,CONJ
ivalwe,V
",",PUNCT
uNgqongqotjhe,V
uzakunikela,V
ikambiso,N
okumele,V
ihlangano,N09
leyo,DEM02
ilawulwe,V
ngayo,ADV
ngumNqophisi-mazombe,V
namkha,CONJ
ivalwe,V
.,PUNCT
,
UNgqongqotjhe,V
uzakunikela,V
umNqophisi-mazombe,V
amandla,REL01
kunye,NUM15
nomsebenzi,N03
",",PUNCT
isiPhathiswa,V
sokuTlolisa,POS
",",PUNCT
ihlangano,N09
",",PUNCT
amalunga,N06
kunye,NUM15
neenhlanganao,POS
ezinekareko,N
kilesi,N
simo,N07
.,PUNCT
,
Endabeni,LOC
yekhampani,POS
namkha,CONJ
ikhampani,N
yehlanganyela,LOC
I-CC,N
",",PUNCT
enye,ADJ09
nenye,ADV
ihlangano,N09
enekareko,N
",",PUNCT
umnqophisi,DEM
namkha,CONJ
umhloli,N01
weencwadi,V
zekhampani,POS
",",PUNCT
I-,N
South,LOC
African,LOC
Revenue,P
Service,P
(,PUNCT
SARS,ADV
),PUNCT
namkha,CONJ
umTlolisi,N
wamaKhampani,N
angenza,V
isibawo,N
sokwesula,V
kwekhampani,POS
namkha,CONJ
I-CC,N
.,PUNCT
,
Ukuphathwa,V
ngokuhlukileko,N
ngakwezomthelo,POS
kunikelwa,V
iinhlangano,LOC
ezingenzi,V
inzuzo,N09
ezihlonyelwe,V
bona,CONJ
kuzuze,V
umphakathi,N03
.,PUNCT
,
Kodwana,CONJ
lokhu,DEM01
kuphathwa,V
ngokuhlukileko,N
ngakwezomthelo,POS
kunikelwa,V
kuphela,V
iinhlangano,LOC
ezikhambisana,V
neenjamiso,REL
zomThetho,N03
weenHlangano,N
eziNgenzi,V
iNzuzo,N09
ka-1997,PUNCT
nemithetho,N04
ekhambelanako,V
.,PUNCT
,
Iinhlangano,LOC
ezifisa,V
ukwenza,V
isibawo,N
sokubekelwa,V
ngeqadi,POS
ekubhadeleni,V
umthelo,N
kufanele,V
ziwele,V
ngakwelinye,P
lamahlangothi,REL
alandelako,V
:,PUNCT
,
Ikhampani,N
ewela,V
ngaphasi,P
kwesiGaba,N
21,PUNCT
somThetho,N03
wamaKhampani,N
ka-1973,PUNCT
.,PUNCT
,
Ikhampani,N
yesiGaba,V
21,PUNCT
enememorandamu,P
nama-articles,N
of,POS
association,LOC
kanye,ADV
nestatimende,P
sokusungula,V
begodu,ADV
netloliswe,V
noMtlolisi,N
wamaKhampani,N
.,PUNCT
,
I-trust,N
enomtlolo,POS
wokusungula,V
kanye,ADV
ne-trust,P
deed,P
",",PUNCT
etloliswe,V
no-Master,P
of,POS
the,N05
High,V
Court,N
.,PUNCT
,
Ihlanganisela,V
yabantu,N02
.,PUNCT
,
Ihlangano,N09
yokuzithandela,V
yabantu,N02
iphethwe,V
mthethosisekelo,N03
.,PUNCT
,
Lapho,CONJ
isitatimende,LOC
sokusungula,V
nasingakhambisaniko,POS
neenjamiso,REL
zesiGaba,N
30,PUNCT
somThetho,N03
weenHlangano,N
eziNgenzi,V
iNzuzo,N09
ka-1997,PUNCT
isibawo,N
kufanele,V
siphekelelwe,V
sibopho,N07
esitloliweko,POS
esitlikitlwe,V
mbawi,N
.,PUNCT
,
Ukubekelwa,V
ngaphandle,ADV
okudlulileko,N
kuzakuragela,V
phambili,ADV
nokusebenza,V
bekube,V
sikhathi,N07
lapho,CONJ
umbawi,POS
aziswe,V
yi-South,P
African,LOC
Revenue,P
Service,P
(,PUNCT
SARS,ADV
),PUNCT
ngokuthathwa,V
kwesiqunto,REL
ngokuya,V
komthetho,N03
omutjha,REL
.,PUNCT
,
Iinhlangano,LOC
kwanjesi,ADV
ezingabekelwa,V
ngeqadi,POS
ngokuya,V
komthetho,N03
ekubhadeleni,V
umthelo,N
wengeniso,P
zingaletha,V
iforomo,DEM
elizalisiweko,REL
lesibawo,DEM
nemitlolo,ADV
esekelako,REL
kanye,ADV
nesibopho,N07
esitlikitliweko,POS
lapho,CONJ
abantu,N02
abasebenzisa,V
isikhundla,N07
se-fiduciary,N
bathembisa,V
ukukhambisana,ADV
neenjamiso,REL
zesiGaba,N
30,PUNCT
somThetho,N03
weenHlangano,N
eziNgenzi,V
iNzuzo,N09
ka-1997,PUNCT
.,PUNCT
,
Imitlolo,DEM
yokusekela,V
elandelako,REL
kufanele,V
iphekelele,V
isibawo,N
:,PUNCT
,
ikhampani,N
:,PUNCT
Namathisela,V
ikhophi,N05
yeMemorandamu,N
nama-Articles,LOC
of,POS
Association,LOC
(,PUNCT
kufaka,V
amakhophi,N06
weenqunto,POS
zoke,QUANT08
ezitlolisiweko,POS
ezitjhugulula,V
imemorandamu,N
nama-articles,N
),PUNCT
,
i-Trust,N
:,PUNCT
Namathisela,V
ikhophi,N05
ye-trust,N
deed,P
kanye,ADV
netjhuguluko,P
elilandelako,REL
lama-deeds,POS
of,POS
amendment,P
,
ihlanganisela,V
yabantu,N02
:,PUNCT
Namathisela,V
ikhophi,N05
yomthethosisekelo,N03
wamuva,V
nje,ADV
.,PUNCT
,
Iinhlangano,LOC
ezihlonywe,V
ngomnqopho,ADV
wokunikela,V
ngama-scholarships,N
",",PUNCT
imifundalize,N
nabonongorwana,V
bezefundo,N
",",PUNCT
irhubhululo,N
kanye,ADV
nokufundisa,V
",",PUNCT
ukungezelela,V
imitlolo,DEM
yokusekela,V
engehla,V
",",PUNCT
kufanele,V
godu,IDEOPH
zizalise,V
iNcwadi,N09
yesiBopho,P
esiTloliweko,POS
EI,POS
3,P
.,PUNCT
,
Iinkolo,LOC
zombuso,N03
nezizijameleko,N
(,PUNCT
zangeqadi,M
),PUNCT
",",PUNCT
iinkhungo,N
zefundo,N
ephakamileko,V
",",PUNCT
iinkhungo,N
zefundo,N
nebandulo,ADV
labadala,POS05
(,PUNCT
ama-ABET,N
),PUNCT
",",PUNCT
kanye,ADV
neenkhungo,P
zefundo,N
nebandulo,ADV
eliragela,V
phambili,ADV
kufanele,V
zinamathisele,V
ikhophi,N05
yesitifikeyidi,N
sokuzitlolisa,POS
esikhutjhwe,LOC
ngabasemaGunyeni,N
bezeFundo,N
abafaneleko,N
,
Isondlo,N07
sibopho,N07
sokubonelela,V
omunye,ADJ01
umuntu,N01
",",PUNCT
isibonelo,N07
",",PUNCT
umntwana,N01
",",PUNCT
ngendlu,N09
",",PUNCT
ukudla,V
",",PUNCT
izembatho,N08
",",PUNCT
ifundo,N
netlhogomelo,N
lezokwelatjhwa,N
",",PUNCT
namkha,CONJ
ngokhunye,P
okungatlhogeka,V
ukunikela,V
ngalezi,ADV
zinto,N00
eziqakathekileko,ADV
.,PUNCT
,
Lesi,DEM01
sibopho,N07
somthetho,N03
sokondla,V
sibizwa,V
',PUNCT
ngesibopho,N07
sesondlo,N07
',PUNCT
namkha,CONJ
',PUNCT
ngesibopho,N07
sokusekela,V
',PUNCT
.,PUNCT
,
Ngubani,N01
okufanele,V
anikele,V
ngesondlo,N07
?,PUNCT
,
Isibopho,N07
sokondla,V
sisekelwe,V
etjhebiswaneni,LOC
leengazi,V
",",PUNCT
loku-adoptha,V
namkha,CONJ
eqinisweni,N05
lokobana,N
abantu,N02
laba,DEM01
batjhadile,V
.,PUNCT
,
Umntwana,N01
kufanele,V
asekelwe,V
namkha,CONJ
ondliwe,V
:,PUNCT
,
babelethi,V
bakhe,POS14
",",PUNCT
nanyana,N05
batjhadile,V
",",PUNCT
bahlala,V
bobabili,PRN
",",PUNCT
bahlala,V
ngokuhlukana,V
namkha,CONJ
bahlukanisile,V
",",PUNCT
kufaka,V
ababelethi,V
aba-adopthe,N
umntwana,N01
;,PUNCT
kanye,ADV
/,PUNCT
namkha,CONJ
,
ugogo,N01
nobamkhulu,REL
bakhe,POS02
",",PUNCT
nanyana,N05
ababelethi,V
bomntwana,N01
bebatjhadile,V
.,PUNCT
,
Kodwana,CONJ
lokhu,DEM01
kuhluka,V
ubujamo,N
nobujamo,P
.,PUNCT
,
Isibopho,N07
sokusekela,V
ilunga,V
lomndeni,N03
asipheleli,V
ekusekeleni,V
umntwana,N01
.,PUNCT
,
Elinye,ADJ05
nelinye,ADV
ilunga,N05
lomndeni,N03
",",PUNCT
kungaqalwa,V
ubudala,N14
",",PUNCT
lingabawa,V
elinye,ADJ05
ilunga,N05
ukubasekela,V
namkha,CONJ
ukubondla,V
",",PUNCT
kuye,PRON01
ngokuthi,V
ubujamo,N
obulandelako,REL
kuhlangabezanwa,V
nabo,ADV
:,PUNCT
,
Ilunga,N05
lomndeni,N03
elifuna,V
ukusekelwa,V
alikghoni,LOC
ukuzisekela,V
.,PUNCT
,
Ilunga,N05
lomndeni,N03
okufunwa,V
kilo,LOC
imali,N09
yesondlo,N07
alikghoni,N
ukubhadela,V
imali,N09
yesondlo,N07
efunekako,LOC
.,PUNCT
,
Ngiziphi,P
iindleko,N
ezingafunwa,V
?,PUNCT
,
Ungafuna,V
isekelo,ADV
elizwakalako,P
elitlhogekako,N
ukuqalelela,V
umntwana,N01
namkha,CONJ
umuntu,N01
onelungelo,N05
lesondlo,N07
ngezinga,N05
lokuphila,V
elifaneleko,P
kanye,ADV
nokukhulisa,V
.,PUNCT
,
Lokhu,DEM01
kufaka,V
ukunikela,V
ngezinto,N10
eziqakathekileko,ADV
ezifana,V
nokudla,V
",",PUNCT
izembatho,N08
nendlu,N09
",",PUNCT
kanye,ADV
nokubhadela,V
ifundo,N
elungileko,REL
.,PUNCT
,
Ikhotho,P
godu,IDEOPH
ingalaya,V
uyise,N01
womntwana,N01
ukufaka,V
isandla,N07
ekubhadelweni,V
kweendleko,POS
zokuphila,V
ukuthoma,V
ngelanga,N05
umntwana,N01
abelethwa,V
ngalo,ADV
ukufika,V
ngelanga,N05
okukhutjhwa,REL
ngalo,ADV
umlayo,N
